;NAME;CORES;CPUMARK;THREAD;TDP;SOCKET;CAT
;Ampere ARM - 192 Core 3200 MHz;192;57444;1228;NA;Unknown;Server
;ap201;4;565;385;NA;Unknown;Mobile/Embedded
;Apple A11 Bionic;6;4430;1331;NA;Unknown;Mobile/Embedded
;Apple A12 Bionic;6;5021;1997;NA;Unknown;Mobile/Embedded
;Apple A12X Bionic;8;11081;2660;NA;Unknown;Mobile/Embedded
;Apple A12Z Bionic;8;9365;2202;NA;Unknown;Mobile/Embedded
;Apple A13 Bionic;6;5746;2339;NA;Unknown;Mobile/Embedded
;Apple A14 Bionic;6;8555;3391;NA;Unknown;Mobile/Embedded
;Apple A15 Bionic;4;9897;3591;NA;Unknown;Mobile/Embedded
;Apple A16;5;9984;4069;NA;Unknown;Mobile/Embedded
;Apple A16 Bionic;4;10994;4039;NA;Unknown;Mobile/Embedded
;Apple A17 Pro;2;12236;4543;NA;Unknown;Mobile/Embedded
;Apple A18;2;12395;3915;NA;Unknown;Mobile/Embedded
;Apple A18 Pro;2;12912;4130;8;Unknown;Mobile/Embedded
;Apple A8;2;1525;915;NA;Unknown;Mobile/Embedded
;Apple A8X;3;2380;933;NA;Unknown;Mobile/Embedded
;Apple A9;2;2069;1187;NA;Unknown;Mobile/Embedded
;Apple A9X;2;2518;1506;NA;Unknown;Mobile/Embedded
;Apple M1 8 Core 3200 MHz;4;14144;3680;15.1;Unknown;Desktop, Laptop, Mobile/Embedded
;Apple M1 Max 10 Core 3200 MHz;8;22147;3836;NA;Unknown;Desktop, Laptop
;Apple M1 Pro 10 Core 3200 MHz;8;21902;3800;NA;Unknown;Desktop, Laptop
;Apple M1 Pro 8 Core 3200 MHz;6;17202;3761;NA;Unknown;Desktop, Laptop
;Apple M1 Ultra 20 Core;16;41368;3868;60;Unknown;Desktop
;Apple M2 8 Core 3500 MHz;4;15650;3901;NA;Unknown;Desktop, Laptop
;Apple M2 Max 12 Core 3680 MHz;12;26767;4142;NA;Unknown;Laptop
;Apple M2 Pro 10 Core 3480 MHz;10;21856;4099;NA;Unknown;Desktop, Laptop
;Apple M2 Pro 12 Core 3480 MHz;12;26653;4097;NA;Unknown;Laptop
;Apple M2 Ultra 24 Core;16;50685;4202;NA;Unknown;Desktop
;Apple M3 8 Core;4;19193;4743;20;Unknown;Desktop, Laptop, Mobile/Embedded
;Apple M3 Max 14 Core;10;36633;4777;78;Unknown;Laptop
;Apple M3 Max 16 Core;12;41245;4794;78;Unknown;Laptop
;Apple M3 Pro 11 Core;5;24873;4770;27;Unknown;Laptop
;Apple M3 Pro 12 Core;6;24182;4295;27;Unknown;Laptop
;Apple M3 Ultra 28 Core;20;68721;5134;NA;Unknown;Desktop
;Apple M3 Ultra 32 Core;24;74063;5099;NA;Unknown;Desktop
;Apple M4 10 Core;4;24015;4580;22;Unknown;Desktop, Laptop, Mobile/Embedded
;Apple M4 8 Core;4;20795;4471;22;Unknown;Desktop
;Apple M4 9 Core;3;22268;4502;22;Unknown;Mobile/Embedded
;Apple M4 Max 14 Core;10;38411;4599;NA;Unknown;Laptop
;Apple M4 Max 16 Core;12;43784;4556;NA;Unknown;Laptop
;Apple M4 Pro 12 Core;8;33059;4604;NA;Unknown;Desktop, Laptop
;Apple M4 Pro 14 Core;10;38254;4575;NA;Unknown;Desktop, Laptop
;ARM - 10 Core 2000 MHz;10;9787;3807;NA;Unknown;Unknown
;ARM - 32 Core 2911 MHz;32;8132;541;NA;Unknown;Mobile/Embedded
;ARM - 32 Core 3300 MHz;32;8684;585;NA;Unknown;Mobile/Embedded
;ARM - 4 Core 2016 MHz;4;3653;1680;NA;Unknown;Unknown
;ARM - 8 Core 1766 MHz;8;4080;1205;NA;Unknown;Mobile/Embedded
;ARM - 8 Core 1800 MHz;8;3206;1015;NA;Unknown;Unknown
;ARM - 8 Core 2208 MHz;8;2270;607;NA;Unknown;Unknown
;ARM - 8 Core 2424 MHz;8;8610;3083;NA;Unknown;Mobile/Embedded
;ARM Ampere-1a 192 Core 2600 MHz;192;47202;1005;NA;Unknown;Unknown
;ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz;4;776;445;NA;Unknown;Unknown
;ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz;4;843;487;NA;Unknown;Mobile/Embedded
;ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz;4;984;593;NA;Unknown;Mobile/Embedded
;ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz;4;403;272;NA;Unknown;Mobile/Embedded
;ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz;4;399;273;NA;Unknown;Mobile/Embedded
;ARM ARMv7 rev 5 (v7l) 4 Core 1200 MHz;4;325;232;NA;Unknown;Unknown
;ARM ARMv8 rev 1 (v8l) 4 Core 1510 MHz;4;1042;476;NA;Unknown;Unknown
;ARM ARMv8 rev 1 (v8l) 4 Core 1984 MHz;4;1473;685;NA;Unknown;Mobile/Embedded
;ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz;6;2553;807;NA;Unknown;Mobile/Embedded
;ARM ARMv8 rev 1 (v8l) 6 Core 1984 MHz;6;2776;927;NA;Unknown;Mobile/Embedded
;ARM Avalanche-M2 4 Core 2424 MHz;4;8170;3293;NA;Unknown;Mobile/Embedded
;ARM CIX P1 CD8180 7 Core 2500 MHz;7;5505;1395;NA;Unknown;Unknown
;ARM Cortex-A15 4 Core 1400 MHz;4;1141;543;NA;Unknown;Mobile/Embedded
;ARM Cortex-A15 4 Core 1500 MHz;4;1304;594;NA;Unknown;Mobile/Embedded
;ARM Cortex-A15 4 Core 2000 MHz;4;923;524;NA;Unknown;Mobile/Embedded
;ARM Cortex-A15 8 Core 1400 MHz;8;1160;563;NA;Unknown;Mobile/Embedded
;ARM Cortex-A17 4 Core 1800 MHz;4;781;490;NA;Unknown;Mobile/Embedded
;ARM Cortex-A35 4 Core 1200 MHz;4;329;157;NA;Unknown;Mobile/Embedded
;ARM Cortex-A35 4 Core 1296 MHz;4;334;166;NA;Unknown;Mobile/Embedded
;ARM Cortex-A35 4 Core 2004 MHz;4;546;259;NA;Unknown;Unknown
;ARM Cortex-A53 4 Core 1000 MHz;4;215;169;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1008 MHz;4;313;135;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1152 MHz;4;339;148;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1199 MHz;4;408;183;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1200 MHz;4;274;198;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1296 MHz;4;418;184;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1300 MHz;4;438;262;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1333 MHz;4;207;196;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1368 MHz;4;385;166;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1392 MHz;4;417;193;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1400 MHz;4;271;215;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1416 MHz;4;468;203;NA;Unknown;Unknown
;ARM Cortex-A53 4 Core 1500 MHz;4;340;197;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1512 MHz;4;467;212;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1536 MHz;4;222;204;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1600 MHz;4;458;214;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1608 MHz;4;462;218;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1704 MHz;4;556;244;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1800 MHz;4;515;238;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 1908 MHz;4;638;274;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 2016 MHz;4;417;184;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 4 Core 2040 MHz;4;593;257;NA;Unknown;Unknown
;ARM Cortex-A53 4 Core 600 MHz;4;220;137;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 6 Core 1896 MHz;6;1851;751;NA;Unknown;Mobile/Embedded
;ARM Cortex-A53 8 Core 1512 MHz;8;739;188;NA;Unknown;Mobile/Embedded
;ARM Cortex-A55 4 Core 1416 MHz;4;506;244;NA;Unknown;Mobile/Embedded
;ARM Cortex-A55 4 Core 1800 MHz;4;633;294;NA;Unknown;Mobile/Embedded
;ARM Cortex-A55 4 Core 1908 MHz;4;707;311;NA;Unknown;Unknown
;ARM Cortex-A55 4 Core 1992 MHz;4;681;312;NA;Unknown;Mobile/Embedded
;ARM Cortex-A55 4 Core 2000 MHz;4;711;320;NA;Unknown;Unknown
;ARM Cortex-A55 4 Core 2016 MHz;4;755;327;NA;Unknown;Unknown
;ARM Cortex-A55 4 Core 2100 MHz;4;688;315;NA;Unknown;Mobile/Embedded
;ARM Cortex-A55 4 Core 2124 MHz;4;742;336;NA;Unknown;Mobile/Embedded
;ARM Cortex-A55 4 Core 2208 MHz;4;798;368;NA;Unknown;Unknown
;ARM Cortex-A55 8 Core 1416 MHz;8;1113;275;NA;Unknown;Unknown
;ARM Cortex-A55 8 Core 1800 MHz;8;3013;959;NA;Unknown;Mobile/Embedded
;ARM Cortex-A57 2 Core 1479 MHz;2;318;207;NA;Unknown;Mobile/Embedded
;ARM Cortex-A57 4 Core 1479 MHz;4;956;353;NA;Unknown;Mobile/Embedded
;ARM Cortex-A57 4 Core 1734 MHz;4;1170;387;NA;Unknown;Mobile/Embedded
;ARM Cortex-A57 4 Core 1912 MHz;4;990;383;NA;Unknown;Mobile/Embedded
;ARM Cortex-A57 4 Core 2014 MHz;4;1229;431;NA;Unknown;Mobile/Embedded
;ARM Cortex-A57 4 Core 2091 MHz;4;1192;420;NA;Unknown;Mobile/Embedded
;ARM Cortex-A57 8 Core 1500 MHz;8;1022;346;NA;Unknown;Mobile/Embedded
;ARM Cortex-A57 8 Core 1766 MHz;8;3766;1153;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 2 Core 1080 MHz;2;142;200;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 2 Core 960 MHz;2;111;160;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 2 Core 996 MHz;2;138;192;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 4 Core 1000 MHz;4;278;194;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 4 Core 1008 MHz;4;269;198;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 4 Core 1200 MHz;4;219;172;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 4 Core 1296 MHz;4;253;198;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 4 Core 1300 MHz;4;343;247;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 4 Core 1368 MHz;4;354;266;NA;Unknown;Mobile/Embedded
;ARM Cortex-A7 4 Core 1392 MHz;4;318;241;NA;Unknown;Unknown
;ARM Cortex-A7 4 Core 900 MHz;4;230;165;NA;Unknown;Mobile/Embedded
;ARM Cortex-A715 4 Core 2200 MHz;4;3432;1461;NA;Unknown;Unknown
;ARM Cortex-A72 16 Core 2000 MHz;16;5110;550;NA;Unknown;Unknown
;ARM Cortex-A72 16 Core 2200 MHz;16;5470;601;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 2 Core 1703 MHz;2;1005;578;NA;Unknown;Unknown
;ARM Cortex-A72 4 Core 1000 MHz;4;608;354;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1200 MHz;4;174;178;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1416 MHz;4;927;491;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1500 MHz;4;617;444;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1600 MHz;4;667;429;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1700 MHz;4;541;423;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1750 MHz;4;335;463;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1800 MHz;4;680;506;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1850 MHz;4;199;343;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 1900 MHz;4;742;555;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 2000 MHz;4;766;570;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 2016 MHz;4;2201;597;NA;Unknown;Unknown
;ARM Cortex-A72 4 Core 2100 MHz;4;674;545;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 2200 MHz;4;799;598;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 2208 MHz;4;2290;623;NA;Unknown;Unknown
;ARM Cortex-A72 4 Core 2300 MHz;4;915;669;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 2394 MHz;4;1254;800;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 2400 MHz;4;1295;830;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 2800 MHz;4;314;243;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 4 Core 800 MHz;4;279;214;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 6 Core 1008 MHz;6;734;394;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 6 Core 1416 MHz;6;1071;464;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 6 Core 1512 MHz;6;1183;533;NA;Unknown;Mobile/Embedded
;ARM Cortex-A72 8 Core 2016 MHz;8;2208;591;NA;Unknown;Unknown
;ARM Cortex-A720 8 Core 2600 MHz;8;6141;1455;NA;Unknown;Unknown
;ARM Cortex-A73 4 Core 1800 MHz;4;853;410;NA;Unknown;Unknown
;ARM Cortex-A73 4 Core 1844 MHz;4;1368;656;NA;Unknown;Mobile/Embedded
;ARM Cortex-A73 4 Core 1900 MHz;4;1547;610;NA;Unknown;Mobile/Embedded
;ARM Cortex-A73 4 Core 1989 MHz;4;1815;572;NA;Unknown;Mobile/Embedded
;ARM Cortex-A73 4 Core 2100 MHz;4;1185;570;NA;Unknown;Mobile/Embedded
;ARM Cortex-A73 6 Core 1896 MHz;6;1242;483;NA;Unknown;Unknown
;ARM Cortex-A73 6 Core 1992 MHz;6;1311;479;NA;Unknown;Mobile/Embedded
;ARM Cortex-A73 6 Core 2016 MHz;6;1445;605;NA;Unknown;Mobile/Embedded
;ARM Cortex-A73 8 Core 1989 MHz;8;1803;559;NA;Unknown;Unknown
;ARM Cortex-A76 4 Core 1500 MHz;4;1488;649;NA;Unknown;Unknown
;ARM Cortex-A76 4 Core 1608 MHz;4;2698;848;NA;Unknown;Unknown
;ARM Cortex-A76 4 Core 1800 MHz;4;3114;991;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 2400 MHz;4;2165;1051;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 2500 MHz;4;2342;1104;NA;Unknown;Unknown
;ARM Cortex-A76 4 Core 2600 MHz;4;2323;1135;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 2700 MHz;4;2383;1169;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 2800 MHz;4;2469;1211;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 2900 MHz;4;2596;1296;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 3000 MHz;4;2578;1299;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 3100 MHz;4;2734;1341;NA;Unknown;Unknown
;ARM Cortex-A76 4 Core 3200 MHz;4;2579;1291;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 3300 MHz;4;2493;1288;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 4 Core 3400 MHz;4;2580;1282;NA;Unknown;Mobile/Embedded
;ARM Cortex-A76 8 Core 1800 MHz;8;2975;978;NA;Unknown;Mobile/Embedded
;ARM Cortex-A78 4 Core 1958 MHz;4;3530;1468;NA;Unknown;Unknown
;ARM Cortex-A78 4 Core 2000 MHz;4;3016;1121;NA;Unknown;Laptop, Mobile/Embedded
;ARM Cortex-A78AE 10 Core 2112 MHz;10;5520;1154;NA;Unknown;Unknown
;ARM Cortex-A78AE 12 Core 2201 MHz;12;6325;1074;NA;Unknown;Unknown
;ARM Cortex-A78AE 6 Core 1510 MHz;6;2631;826;NA;Unknown;Unknown
;ARM Cortex-A78AE 6 Core 1728 MHz;6;2869;921;NA;Unknown;Unknown
;ARM Cortex-A78AE 8 Core 1984 MHz;8;3764;908;NA;Unknown;Unknown
;ARM Cortex-A78AE 8 Core 2201 MHz;8;3788;938;NA;Unknown;Unknown
;ARM Cortex-X1C 4 Core 2438 MHz;4;6007;1244;NA;Unknown;Unknown
;ARM D2000/8 8 Core 2300 MHz;8;2674;589;NA;Unknown;Mobile/Embedded
;ARM Falkor V1/Kryo 8 Core 1900 MHz;8;1652;542;NA;Unknown;Mobile/Embedded
;ARM Firestorm 4 Core 2064 MHz;4;7804;2941;NA;Unknown;Mobile/Embedded
;ARM Firestorm 8 Core 2064 MHz;8;6775;2804;NA;Unknown;Mobile/Embedded
;ARM Firestorm-M1 4 Core 2064 MHz;4;7771;2954;NA;Unknown;Mobile/Embedded
;ARM Firestorm-M1-Pro 8 Core 2064 MHz;8;9872;2999;NA;Unknown;Unknown
;ARM FT-2000/4 4 Core 2200 MHz;4;881;565;NA;Unknown;Mobile/Embedded
;ARM HUAWEI,Kunpeng 920 24 Core 2600 MHz;24;9496;733;NA;Unknown;Mobile/Embedded
;ARM Kryo-3XX-Gold 4 Core 1766 MHz;4;2222;877;NA;Unknown;Unknown
;ARM Kryo-3XX-Gold 8 Core 1766 MHz;8;2372;870;NA;Unknown;Unknown
;ARM Kryo-4XX-Gold 8 Core 1804 MHz;8;2531;1128;NA;Unknown;Mobile/Embedded
;ARM Kryo-4XX-Silver 4 Core 1804 MHz;4;3425;1543;NA;Unknown;Unknown
;ARM Kunpeng-920 24 Core 2600 MHz;24;9841;737;NA;Unknown;Unknown
;ARM Kunpeng-920 8 Core 2600 MHz;8;3910;735;NA;Unknown;Mobile/Embedded
;ARM Neoverse-N1 128 Core 2800 MHz;128;43111;1239;NA;Unknown;Server
;ARM Neoverse-N1 128 Core 3000 MHz;128;39163;1329;NA;Unknown;Server
;ARM Neoverse-N1 32 Core 1700 MHz;32;11841;755;NA;Unknown;Server
;ARM Neoverse-N1 64 Core 0 MHz;64;28044;1092;NA;Unknown;Server
;ARM Neoverse-N1 64 Core 2200 MHz;64;20250;917;NA;Unknown;Unknown
;ARM Neoverse-N1 64 Core 3000 MHz;64;17515;1339;NA;Unknown;Unknown
;ARM Neoverse-N1 80 Core 2600 MHz;80;18823;1127;NA;Unknown;Server
;ARM Neoverse-N1 80 Core 2800 MHz;80;11755;434;NA;Unknown;Server
;ARM Neoverse-N1 80 Core 3000 MHz;80;35253;1328;NA;Unknown;Server
;ARM Neoverse-N1 96 Core 2800 MHz;96;29890;1248;NA;Unknown;Unknown
;ARM Neoverse-N2 8 Core 2500 MHz;8;5544;1361;NA;Unknown;Unknown
;ARM Neoverse-V2 72 Core 3465 MHz;72;57369;2328;NA;Unknown;Unknown
;ARM Neoverse-V2 72 Core 3519 MHz;72;57240;2340;NA;Unknown;Server
;ARM Phytium D3000 8 Core 2500 MHz;8;5528;1247;NA;Unknown;Unknown
;ARM phytium FT1500a 4 Core 2000 MHz;4;1579;716;NA;Unknown;Mobile/Embedded
;ARM Phytium,D2000/8 8 Core 2000 MHz;8;2409;513;NA;Unknown;Mobile/Embedded
;ARM Phytium,D2000/8 8 Core 2300 MHz;8;2690;591;NA;Unknown;Mobile/Embedded
;ARM Phytium,D2000/8 E8C 8 Core 2300 MHz;8;2522;587;NA;Unknown;Mobile/Embedded
;ARM Phytium,FT-2000/4 8 Core 2300 MHz;8;2720;603;NA;Unknown;Mobile/Embedded
;ARM X-Gene 32 Core 3000 MHz;32;8202;608;NA;Unknown;Mobile/Embedded
;ARM X-Gene 32 Core 3300 MHz;32;8684;583;NA;Unknown;Mobile/Embedded
;ASUS Tinker Board 2/2S;6;1771;910;NA;Unknown;Mobile/Embedded
;Athlon 64 Dual Core 3800+;2;736;653;35;Unknown;Unknown
;Athlon 64 Dual Core 5000+;2;850;924;89;Unknown;Desktop
;Athlon 64 Dual Core 5600+;2;875;993;65;AM2;Desktop
;Athlon Dual Core 4050e;2;670;744;45;AM2;Desktop
;Athlon Dual Core 4450e;2;681;792;45;AM2;Desktop
;Athlon Dual Core 4850e;2;769;861;45;AM2;Desktop
;BCM2711;4;852;607;NA;Unknown;Mobile/Embedded
;BCM2712;4;3284;1464;NA;Unknown;Mobile/Embedded
;BCM2835;4;1239;700;NA;Unknown;Mobile/Embedded
;Broadcom BCM2712;4;4095;1804;NA;Unknown;Mobile/Embedded
;Broadcom STB (Flattened Device Tree);4;659;412;NA;Unknown;Mobile/Embedded
;Celeron Dual-Core T3000;2;625;679;35;PGA478;Laptop
;Celeron Dual-Core T3100;2;610;646;35;BGA479;Laptop
;Celeron Dual-Core T3300;2;633;711;35;Î¼FCPGA-478;Laptop
;Celeron Dual-Core T3500;2;758;847;35;PGA478;Laptop
;CentaurHauls;8;6549;1118;NA;Unknown;Desktop
;CentaurHauls;8;7784;1345;NA;Unknown;Unknown
;CentaurHauls;8;8014;1381;NA;Unknown;Desktop
;CIX P1 CD8180;12;9277;1376;NA;Unknown;Desktop, Laptop
;Cortex-A76;4;51;32;NA;Unknown;Unknown
;DG1301SML87HY;8;3624;727;NA;Unknown;Unknown
;DO-Regular;1;1070;1277;NA;Unknown;Unknown
;Dual-Core AMD Opteron 1220 SE;2;748;900;103;AM2;Server
;Essgoo;4;497;349;NA;Unknown;Mobile/Embedded
;Generic DT based system;4;632;459;NA;Unknown;Mobile/Embedded
;Giada JHS558 (Android);6;2022;835;NA;Unknown;Mobile/Embedded
;Google GS201;8;7270;2254;NA;Unknown;Mobile/Embedded
;Google R11 BtWifi Evt1.1;2;187;240;NA;Unknown;Mobile/Embedded
;Google Tensor;8;6701;2269;NA;Unknown;Mobile/Embedded
;Google Tensor G3;9;8087;2397;NA;Unknown;Mobile/Embedded
;Google Tensor G4;8;8535;2844;NA;Unknown;Mobile/Embedded
;Grandstream GXV3480 Video Phone;4;1078;503;NA;Unknown;Mobile/Embedded
;Hardkernel ODROID-N2Plus;6;2115;888;NA;Unknown;Mobile/Embedded
;Haydn based on Qualcomm Technologies, Inc SM8350;8;5359;1892;NA;Unknown;Mobile/Embedded
;hi6210sft;8;796;269;NA;Unknown;Mobile/Embedded
;High Performance Datacenter v;1;1610;1595;NA;Unknown;Unknown
;HiSilicon Kirin;8;6758;2256;NA;Unknown;Mobile/Embedded
;HiSilicon Kirin 659;8;1893;670;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin 925;8;1053;398;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin 930;8;1415;430;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin 935;8;1599;352;NA;Unknown;Mobile/Embedded
;HiSilicon Kirin 950;8;2457;857;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin 955;8;2936;756;NA;Unknown;Mobile/Embedded
;HiSilicon Kirin 960;8;2897;1101;NA;Unknown;Mobile/Embedded
;HiSilicon Kirin 970;8;2908;1110;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin 990;4;3965;1658;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin710;8;2447;942;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin810;8;2945;1515;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin820;8;3893;1402;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin9000;8;5083;2490;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin970;8;2681;918;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin980;8;4385;1741;NA;Unknown;Mobile/Embedded
;Hisilicon Kirin985;8;4162;1823;NA;Unknown;Mobile/Embedded
;HP Hexa-Core 2.0GHz;4;1741;804;NA;Unknown;Unknown
;Hygon C86 3185 8-core;8;9243;1881;95;Unknown;Desktop
;Hygon C86 3250 8-core;8;11476;1741;NA;Unknown;Desktop
;Hygon C86 3330 4-core;4;6031;1702;35;Unknown;Desktop
;Hygon C86 3350 8-core;8;12292;1741;NA;Unknown;Unknown
;Hygon C86 52xx series;4;4090;1291;NA;Unknown;Desktop
;Hygon C86 7255 16-core;16;18831;1490;NA;Unknown;Server
;Hygon C86-3G (OPN:3350);8;11305;1722;NA;Unknown;Server
;Hygon C86-4G (OPN:3490);16;26064;1767;NA;Unknown;Unknown
;Intel 2.80GHz;2;341;456;NA;Unknown;Unknown
;Intel 3 N350;8;4877;1757;7;FCBGA1264;Mobile/Embedded
;Intel 300;2;7277;3221;46;FCLGA1700;Desktop
;Intel 300T;2;6084;2786;35;FCLGA1700;Desktop
;Intel Atom 230;1;169;185;4;BGA437;Desktop
;Intel Atom 330;2;382;261;8;BGA437;Desktop
;Intel Atom C1110;4;3170;1233;13;Unknown;Mobile/Embedded
;Intel Atom C2338;2;584;233;7;FCBGA1283;Laptop
;Intel Atom C2350;2;520;493;6;FCBGA1283;Server
;Intel Atom C2358;2;562;423;7;FCBGA1283;Laptop
;Intel Atom C2538;4;934;555;15;FCBGA1283;Laptop
;Intel Atom C2550;4;1422;554;14;FCBGA1283;Server
;Intel Atom C2558;4;1424;512;15;BGA 1283;Laptop, Mobile/Embedded
;Intel Atom C2750;8;2787;693;20;FCBGA1283;Server
;Intel Atom C2750;8;2174;291;20;BGA 1283;Server
;Intel Atom C2758;8;2317;571;20;BGA 1283;Laptop, Mobile/Embedded
;Intel Atom C3338;2;1028;806;8.5;FCBGA1310;Server, Mobile/Embedded
;Intel Atom C3508;4;1796;636;11.5;FCBGA1310;Server
;Intel Atom C3538;4;1910;747;15;FCBGA1310;Server
;Intel Atom C3558;4;2431;856;16;FCBGA1310;Server
;Intel Atom C3708;8;3750;681;17;FCBGA1310;Server
;Intel Atom C3758;8;4614;867;25;FCBGA1310;Server
;Intel Atom C3758R;8;5100;955;26;FCBGA1310;Server
;Intel Atom C3808;12;5671;801;25;FCBGA1310;Server
;Intel Atom C3858;12;4707;652;25;FCBGA1310;Server
;Intel Atom C3958;16;3929;737;31;FCBGA1310;Server
;Intel Atom C5125;8;8631;1486;50;FCBGA2106;Server
;Intel Atom D2500;2;241;323;10;BGA559;Desktop
;Intel Atom D2550;2;409;322;10;BGA559;Desktop
;Intel Atom D2560;2;433;353;10;Unknown;Desktop
;Intel Atom D2700;2;456;367;10;BGA559;Desktop
;Intel Atom D2701;2;511;384;10;BGA559;Laptop
;Intel Atom D410;1;180;241;10;BGA559;Desktop
;Intel Atom D425;1;204;271;10;BGA559;Desktop
;Intel Atom D510;2;406;293;13;BGA559;Desktop
;Intel Atom D525;2;393;296;13;BGA559;Desktop
;Intel Atom E3805;2;406;376;3;FCBGA1170;Mobile/Embedded
;Intel Atom E3815;1;193;273;5;FCBGA1170;Desktop
;Intel Atom E3825;2;378;309;6;FCBGA1170;Desktop
;Intel Atom E3826;2;304;395;7;FCBGA1170;Laptop
;Intel Atom E3827;2;480;471;8;FCBGA1170;Laptop
;Intel Atom E3840;4;704;477;NA;Unknown;Mobile/Embedded
;Intel Atom E3845;4;1069;536;10;FCBGA1170;Desktop
